Evénement;Date/Heure de l'événement;Pari;Paris/Pronostics;Cotes Première;Cotes Dernière;Chiffre d'affaires;Stakes (FreeBet) Toutes Formules;Stakes (FreeBet) Simple uniquement;Mises en pourcentage Toutes Formules;Mises en pourcentage Simple uniquement;Prise de jeu;Liability Montant;Liability RU Montant;Exposure Montant;Exposure RU Montant;Payout;Alerte;Enjeux à Cotes Fixes Simples;Enjeux à Cotes Fixes R / O Last Leg;Mise en cours Cote;CA en %;CA Simple %;Liability Simple;Stakes Multiples;Expected Stake Distribution %;Stake Deviation %;Prises de jeu annulées;Mises annulées (Paris gratuits)
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Score Exact - Ouvert - 90 Mins;01-fŽvr;44;39;;;;4,93 %;;1;9;-8;17;18;;;;;1 [1];7 %;;;1;1 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Score Exact - Ouvert - 90 Mins;0 - 3;80;80;;;;;;;10;10;;;;;;;;;;;;1 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Score Exact - Ouvert - 90 Mins;01-mars;100;100;;;;;;;10;10;;;;;;;;;;;;1 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Score Exact - Ouvert - 90 Mins;02-mars;100;100;;;;;;;10;10;;;;;;;;;;;;1 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Score Exact - Ouvert - 90 Mins;0 - 4;100;100;;;;;;;10;10;;;;;;;;;;;;1 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Score Exact - Ouvert - 90 Mins;01-avr;150;150;;;;;;;10;10;;;;;;;;;;;;0 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Score Exact - Ouvert - 90 Mins;02-avr;150;150;;;;;;;10;10;;;;;;;;;;;;0 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Score Exact - Ouvert - 90 Mins;03-avr;150;150;;;;;;;10;10;;;;;;;;;;;;0 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Score Exact - Ouvert - 90 Mins;Autres;4;4,6;3;6 (0);;55,62 %;;2;5;-14;19;24;;;;;5 [2];74 %;;;6;12 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Score Exact - Ouvert - Mi-temps;1 - 0;2,6;2,6;;;;;;;146;146;;;;;;;;;;143;;22 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Score Exact - Ouvert - Mi-temps;2 - 0;4,4;4,6;50;50 (0);50 (0);34,16 %;35,09 %;1;-94;-94;190;;240;;50 [1];;;35 %;100 %;-97;;12 %;181 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Score Exact - Ouvert - Mi-temps;02-janv;8;8;40;40 (0);40 (0);27,33 %;28,07 %;1;-174;-174;280;;320;;40 [1];;;28 %;100 %;-177;;7 %;291 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Score Exact - Ouvert - Mi-temps;3 - 0;9;9,5;21;22 (0);20 (0);15,03 %;14,04 %;2;-66;-83;208;20;210;;20 [1];;2 [1];15 %;95 %;-67;2;6 %;132 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Score Exact - Ouvert - Mi-temps;03-janv;13;13,5;13;13 (0);13 (0);8,54 %;8,77 %;1;-29;-29;163;;175;;13 [1];;;9 %;100 %;-32;;4 %;106 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Score Exact - Ouvert - Mi-temps;03-fŽvr;36;36;;;;;;;146;146;;;;;;;;;;143;;2 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Score Exact - Ouvert - Mi-temps;4 - 0;39;42;11;12 (0);10 (0);8,10 %;7,02 %;2;-325;-403;538;80;470;;10 [1];;2 [1];8 %;91 %;-327;2;1 %;414 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Score Exact - Ouvert - Mi-temps;04-janv;36;38;10;10 (0);10 (0);6,83 %;7,02 %;1;-264;-264;400;;410;;10 [1];;;7 %;100 %;-267;;2 %;365 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Score Exact - Ouvert - Mi-temps;04-fŽvr;78;79;;;;;;;146;146;;;;;;;;;;143;;1 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Score Exact - Ouvert - Mi-temps;04-mars;150;150;;;;;;;146;146;;;;;;;;;;143;;0 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Score Exact - Ouvert - Mi-temps;0 - 0;3,05;3;;;;;;;146;146;;;;;;;;;;143;;19 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Score Exact - Ouvert - Mi-temps;01-janv;7,5;7,25;;;;;;;146;146;;;;;;;;;;143;;8 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Score Exact - Ouvert - Mi-temps;02-fŽvr;31;30;;;;;;;146;146;;;;;;;;;;143;;2 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Score Exact - Ouvert - Mi-temps;03-mars;100;100;;;;;;;146;146;;;;;;;;;;143;;1 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Score Exact - Ouvert - Mi-temps;04-avr;150;150;;;;;;;146;146;;;;;;;;;;143;;0 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Score Exact - Ouvert - Mi-temps;0 - 1;13;12;;;;;;;146;146;;;;;;;;;;143;;5 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Score Exact - Ouvert - Mi-temps;0 - 2;52;48;;;;;;;146;146;;;;;;;;;;143;;1 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Score Exact - Ouvert - Mi-temps;01-fŽvr;40;37;;;;;;;146;146;;;;;;;;;;143;;2 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Score Exact - Ouvert - Mi-temps;0 - 3;80;80;;;;;;;146;146;;;;;;;;;;143;;1 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Score Exact - Ouvert - Mi-temps;01-mars;100;100;;;;;;;146;146;;;;;;;;;;143;;1 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Score Exact - Ouvert - Mi-temps;02-mars;100;100;;;;;;;146;146;;;;;;;;;;143;;1 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Score Exact - Ouvert - Mi-temps;0 - 4;100;100;;;;;;;146;146;;;;;;;;;;143;;1 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Score Exact - Ouvert - Mi-temps;01-avr;150;150;;;;;;;146;146;;;;;;;;;;143;;0 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Score Exact - Ouvert - Mi-temps;02-avr;150;150;;;;;;;146;146;;;;;;;;;;143;;0 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Score Exact - Ouvert - Mi-temps;03-avr;150;150;;;;;;;146;146;;;;;;;;;;143;;0 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Score Exact - Ouvert - Mi-temps;Autres;38;41;;;;;;;146;146;;;;;;;;;;143;;1 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Nombre de Buts - Ouvert - 90 Mins;Pas de But;15,5;13,5;;;;;;;;;;;;;;;;;;;;6 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Nombre de Buts - Ouvert - 90 Mins;1 But;5,75;5,25;;;;;;;;;;;;;;;;;;;;15 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Nombre de Buts - Ouvert - 90 Mins;2 Buts;3,55;3,4;;;;;;;;;;;;;;;;;;;;23 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Nombre de Buts - Ouvert - 90 Mins;3 Buts ou Plus;1,35;1,4;;;;;;;;;;;;;;;;;;;;56 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Nombre de Buts - Ouvert - Mi-temps;Pas de But;3,05;3;;;;;;;;;;;;;;;;;;;;24 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Nombre de Buts - Ouvert - Mi-temps;1 But;2,15;2,15;;;;;;;;;;;;;;;;;;;;33 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Nombre de Buts - Ouvert - Mi-temps;2 Buts;3,1;3,1;;;;;;;;;;;;;;;;;;;;23 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Nombre de Buts - Ouvert - Mi-temps;3 Buts ou Plus;3,55;3,7;;;;;;;;;;;;;;;;;;;;19 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Nombre de Buts - Ouvert - 2ème Mi-temps;Pas de But;4,4;4;;;;;;;;;;;;;;;;;;;;18 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Nombre de Buts - Ouvert - 2ème Mi-temps;1 But;2,5;2,4;;;;;;;;;;;;;;;;;;;;30 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Nombre de Buts - Ouvert - 2ème Mi-temps;2 Buts;2,8;2,85;;;;;;;;;;;;;;;;;;;;25 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Nombre de Buts - Ouvert - 2ème Mi-temps;3 Buts ou Plus;2,6;2,7;;;;;;;;;;;;;;;;;;;;27 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Nombre de Buts - Olympiakos - Ouvert - 90 Mins;Exactement 0;13;12,3;;;;;;;20;20;;;;;;;;;;;;7 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Nombre de Buts - Olympiakos - Ouvert - 90 Mins;Exactement 1;4,65;4,55;;;;;;;20;20;;;;;;;;;;;;18 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Nombre de Buts - Olympiakos - Ouvert - 90 Mins;Exactement 2;3,3;3,35;;;;;;;20;20;;;;;;;;;;;;25 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Nombre de Buts - Olympiakos - Ouvert - 90 Mins;3 et Plus;1,65;1,65;5;45 (0);;100,00 %;;2;;-14;14;34;;;;;20 [1];100 %;;;45;50 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Nombre de Buts - Ofi Crète - Ouvert - 90 Mins;Exactement 0;1,4;1,35;;;;;;;1;1;;;;;;;;;;1;;62 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Nombre de Buts - Ofi Crète - Ouvert - 90 Mins;Exactement 1;2,65;2,75;;;;;;;1;1;;;;;;;;;;1;;30 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Nombre de Buts - Ofi Crète - Ouvert - 90 Mins;Exactement 2;10,3;11,8;;;;;;;1;1;;;;;;;;;;1;;7 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Nombre de Buts - Ofi Crète - Ouvert - 90 Mins;3 et Plus;56;72;1;;;100,00 %;100,00 %;1;-36;-36;37;;37;;1 [1];;;100 %;100 %;-36;;1 %;8562 %;;
AO Kifisias vs EthnikosAlexan - A1 H.;25 févr. 2019 16:30:00;Face à Face - Ouvert - Match;AO Kifisias;1,22;1,18;197;1037 (0);8 (0);98,67 %;100,00 %;99;9;-3;14;78;11;;8 [5];1 [1];66 [16];99 %;4 %;-1;1028;72 %;39 %;;
AO Kifisias vs EthnikosAlexan - A1 H.;25 févr. 2019 16:30:00;Face à Face - Ouvert - Match;EthnikosAlexan;2,75;3;2;14 (0);;1,33 %;;3;75;53;22;33;;;;;11 [2];1 %;;8;14;28 %;-100 %;;
AO Kifisias vs EthnikosAlexan - A1 H.;25 févr. 2019 16:30:00;Face à Face - Ouvert - 1er Set;AO Kifisias;1,33;1,28;8;25 (0);;100,00 %;;1;;;;;;;;;;100 %;;;25;67 %;-100 %;;
AO Kifisias vs EthnikosAlexan - A1 H.;25 févr. 2019 16:30:00;Face à Face - Ouvert - 1er Set;EthnikosAlexan;2,35;2,55;;;;;;;;;;;;;;;;;;;;33 %;-100 %;;
AO Kifisias vs EthnikosAlexan - A1 H.;25 févr. 2019 16:30:00;Face à Face - Ouvert - 2ème Set;AO Kifisias;1,33;1,28;;;;;;;;;;;;;;;;;;;;67 %;-100 %;;
AO Kifisias vs EthnikosAlexan - A1 H.;25 févr. 2019 16:30:00;Face à Face - Ouvert - 2ème Set;EthnikosAlexan;2,35;2,55;;;;;;;;;;;;;;;;;;;;33 %;-100 %;;
AO Kifisias vs EthnikosAlexan - A1 H.;25 févr. 2019 16:30:00;Face à Face - Ouvert - 3ème Set;AO Kifisias;1,33;1,28;;;;;;;;;;;;;;;;;;;;67 %;-100 %;;
AO Kifisias vs EthnikosAlexan - A1 H.;25 févr. 2019 16:30:00;Face à Face - Ouvert - 3ème Set;EthnikosAlexan;2,35;2,55;;;;;;;;;;;;;;;;;;;;33 %;-100 %;;
AO Kifisias vs EthnikosAlexan - A1 H.;25 févr. 2019 16:30:00;Face à Face - Ouvert - 4ème Set;AO Kifisias;1,33;1,28;;;;;;;;;;;;;;;;;;;;67 %;-100 %;;
AO Kifisias vs EthnikosAlexan - A1 H.;25 févr. 2019 16:30:00;Face à Face - Ouvert - 4ème Set;EthnikosAlexan;2,35;2,55;;;;;;;;;;;;;;;;;;;;33 %;-100 %;;
AO Kifisias vs EthnikosAlexan - A1 H.;25 févr. 2019 16:30:00;Face à Face - Ouvert - 5ème Set;AO Kifisias;1,33;1,28;;;;;;;;;;;;;;;;;;;;67 %;-100 %;;
AO Kifisias vs EthnikosAlexan - A1 H.;25 févr. 2019 16:30:00;Face à Face - Ouvert - 5ème Set;EthnikosAlexan;2,35;2,55;;;;;;;;;;;;;;;;;;;;33 %;-100 %;;
AO Kifisias vs EthnikosAlexan - A1 H.;25 févr. 2019 16:30:00;Première équipe qui marquera 10 points - Ouvert - 1er Set;AO Kifisias;1,35;1,4;;;;;;;;;;;;;;;;;;;;61 %;-100 %;;
AO Kifisias vs EthnikosAlexan - A1 H.;25 févr. 2019 16:30:00;Première équipe qui marquera 10 points - Ouvert - 1er Set;EthnikosAlexan;2,3;2,2;;;;;;;;;;;;;;;;;;;;39 %;-100 %;;
AO Kifisias vs EthnikosAlexan - A1 H.;25 févr. 2019 16:30:00;Première équipe qui marquera 15 points - Ouvert - 1er Set;AO Kifisias;1,3;1,35;;;;;;;;;;;;;;;;;;;;63 %;-100 %;;
AO Kifisias vs EthnikosAlexan - A1 H.;25 févr. 2019 16:30:00;Première équipe qui marquera 15 points - Ouvert - 1er Set;EthnikosAlexan;2,5;2,3;;;;;;;;;;;;;;;;;;;;37 %;-100 %;;
AO Kifisias vs EthnikosAlexan - A1 H.;25 févr. 2019 16:30:00;Première équipe qui marquera 20 points - Ouvert - 1er Set;AO Kifisias;1,25;1,3;;;;;;;;;;;;;;;;;;;;66 %;-100 %;;
AO Kifisias vs EthnikosAlexan - A1 H.;25 févr. 2019 16:30:00;Première équipe qui marquera 20 points - Ouvert - 1er Set;EthnikosAlexan;2,7;2,5;;;;;;;;;;;;;;;;;;;;34 %;-100 %;;
AO Kifisias vs EthnikosAlexan - A1 H.;25 févr. 2019 16:30:00;Première équipe qui marquera 5 points - Ouvert - 1er Set;AO Kifisias;1,4;1,45;;;;;;;;;;;;;;;;;;;;59 %;-100 %;;
AO Kifisias vs EthnikosAlexan - A1 H.;25 févr. 2019 16:30:00;Première équipe qui marquera 5 points - Ouvert - 1er Set;EthnikosAlexan;2,2;2,05;;;;;;;;;;;;;;;;;;;;41 %;-100 %;;
AO Kifisias vs EthnikosAlexan - A1 H.;25 févr. 2019 16:30:00;Plus / Moins (point) - Ouvert - Match;Plus 177,5;1,7;1,65;2;10 (0);;100,00 %;;1;;;;;;;;;;100 %;;;10;51 %;-100 %;;
AO Kifisias vs EthnikosAlexan - A1 H.;25 févr. 2019 16:30:00;Plus / Moins (point) - Ouvert - Match;Moins 177,5;1,7;1,7;;;;;;;;;;;;;;;;;;;;49 %;-100 %;;
AO Kifisias vs EthnikosAlexan - A1 H.;25 févr. 2019 16:30:00;Plus / Moins (point) - Ouvert - Match;Plus 180,5;1,7;1,75;;;;;;;;;;;;;;;;;;;;49 %;-100 %;;
AO Kifisias vs EthnikosAlexan - A1 H.;25 févr. 2019 16:30:00;Plus / Moins (point) - Ouvert - Match;Moins 180,5;1,7;1,65;;;;;;;;;;;;;;;;;;;;51 %;-100 %;;
AO Kifisias vs EthnikosAlexan - A1 H.;25 févr. 2019 16:30:00;Plus / Moins (point) - Ouvert - 1er Set;Plus 44,5;1,35;1,4;;;;;;;;;;;;;;;;;;;;61 %;-100 %;;
AO Kifisias vs EthnikosAlexan - A1 H.;25 févr. 2019 16:30:00;Plus / Moins (point) - Ouvert - 1er Set;Moins 44,5;2,3;2,2;;;;;;;;;;;;;;;;;;;;39 %;-100 %;;
AO Kifisias vs EthnikosAlexan - A1 H.;25 févr. 2019 16:30:00;Plus / Moins (point) - Ouvert - 1er Set;Plus 45,5;1,6;1,65;;;;;;;;;;;;;;;;;;;;51 %;-100 %;;
AO Kifisias vs EthnikosAlexan - A1 H.;25 févr. 2019 16:30:00;Plus / Moins (point) - Ouvert - 1er Set;Moins 45,5;1,8;1,75;;;;;;;;;;;;;;;;;;;;49 %;-100 %;;
AO Kifisias vs EthnikosAlexan - A1 H.;25 févr. 2019 16:30:00;Plus / Moins (point) - Ouvert - 1er Set;Plus 46,5;1,95;2,05;;;;;;;;;;;;;;;;;;;;41 %;-100 %;;
AO Kifisias vs EthnikosAlexan - A1 H.;25 févr. 2019 16:30:00;Plus / Moins (point) - Ouvert - 1er Set;Moins 46,5;1,5;1,45;;;;;;;;;;;;;;;;;;;;59 %;-100 %;;
AO Kifisias vs EthnikosAlexan - A1 H.;25 févr. 2019 16:30:00;Plus / Moins (sets) - Ouvert - Match;Plus 3,5;1,5;1,5;;;;;;;;;;;;;;;;;;;;57 %;-100 %;;
AO Kifisias vs EthnikosAlexan - A1 H.;25 févr. 2019 16:30:00;Plus / Moins (sets) - Ouvert - Match;Moins 3,5;1,95;2;;;;;;;;;;;;;;;;;;;;43 %;-100 %;;
AO Kifisias vs EthnikosAlexan - A1 H.;25 févr. 2019 16:30:00;Plus / Moins (sets) - Ouvert - Match;Plus 4,5;3,3;3,25;;;;;;;;;;;;;;;;;;;;26 %;-100 %;;
AO Kifisias vs EthnikosAlexan - A1 H.;25 févr. 2019 16:30:00;Plus / Moins (sets) - Ouvert - Match;Moins 4,5;1,15;1,15;;;;;;;;;;;;;;;;;;;;74 %;-100 %;;
AO Kifisias vs EthnikosAlexan - A1 H.;25 févr. 2019 16:30:00;Score Exact - Ouvert - Match;3 - 0;2,2;2,05;;;;;;;;;;;;;;;;;;;;35 %;-100 %;;
AO Kifisias vs EthnikosAlexan - A1 H.;25 févr. 2019 16:30:00;Score Exact - Ouvert - Match;03-janv;2,9;2,8;;;;;;;;;;;;;;;;;;;;25 %;-100 %;;
AO Kifisias vs EthnikosAlexan - A1 H.;25 févr. 2019 16:30:00;Score Exact - Ouvert - Match;03-fŽvr;4,95;5;;;;;;;;;;;;;;;;;;;;14 %;-100 %;;
AO Kifisias vs EthnikosAlexan - A1 H.;25 févr. 2019 16:30:00;Score Exact - Ouvert - Match;0 - 3;11,3;13,5;;;;;;;;;;;;;;;;;;;;5 %;-100 %;;
AO Kifisias vs EthnikosAlexan - A1 H.;25 févr. 2019 16:30:00;Score Exact - Ouvert - Match;01-mars;6,75;7,5;;;;;;;;;;;;;;;;;;;;9 %;-100 %;;
AO Kifisias vs EthnikosAlexan - A1 H.;25 févr. 2019 16:30:00;Score Exact - Ouvert - Match;02-mars;6,25;6,5;;;;;;;;;;;;;;;;;;;;11 %;-100 %;;
AO Kifisias vs EthnikosAlexan - A1 H.;25 févr. 2019 16:30:00;Nombre de sets (3 sets gagnants) - Ouvert - Match;3 sets;2,05;1,95;;;;;;;;;;;;;;;;;;;;41 %;-100 %;;
AO Kifisias vs EthnikosAlexan - A1 H.;25 févr. 2019 16:30:00;Nombre de sets (3 sets gagnants) - Ouvert - Match;4 sets;2,3;2,35;;;;;;;;;;;;;;;;;;;;34 %;-100 %;;
AO Kifisias vs EthnikosAlexan - A1 H.;25 févr. 2019 16:30:00;Nombre de sets (3 sets gagnants) - Ouvert - Match;5 sets;3,1;3,25;;;;;;;;;;;;;;;;;;;;25 %;-100 %;;
